temperature,vibration,voltage,usage,actual_failure,predicted_failure,probability_of_failure
71.57123666297637,9.032228331891357,199.96137635593246,477.3503981224013,0,0,0.07652109096571157
62.372374145376305,10.754200787804374,220.85209449633902,391.81089461717164,0,0,0.037535672736676746
75.49388425993595,11.635532598400575,237.95211355912323,89.87685173616067,1,1,0.9380896379535861
69.91788551963624,6.6331236155581,222.92192728326373,270.5592564879914,0,0,0.08804801239031385
78.14307772785646,9.502617747632906,218.68527404328333,702.1074541137926,1,1,0.8386237949461098
73.69233289997705,13.367855382915737,213.05286868910943,475.5961918220083,1,1,0.9863522000648755
70.53215113845948,9.954263875402235,206.32862193539754,158.73676337430953,0,0,0.07028418922905834
70.24042473330691,13.086487056544378,226.0685059321567,814.3867792687613,1,1,0.9632903193098921
70.37902279096863,9.573114258139585,204.8212625331919,593.4613827047239,0,0,0.06319413888873865
71.3522841288992,7.71662177173299,224.81866061718492,124.34584143087035,0,0,0.29371238833248436
79.15729382927177,10.273070662165475,213.49976065593103,186.63993979768256,1,1,0.9437944579517942
70.86590462925591,6.814012532936662,221.89706167610396,334.40117898874865,0,0,0.07859904996882812
72.36796215317591,10.907068603027959,225.91814133741377,546.4585417281244,0,0,0.23339106100689597
76.2787806278676,6.837618595935734,229.15390275560162,339.2406611738363,1,1,0.9082549527913348
65.16511928435393,8.746565550820069,227.324921027798,417.394782329148,0,0,0.07403939808929255
62.08048588257138,8.454244664352782,225.43479378670094,68.1866197654627,0,0,0.15440512123603015
67.18766612052866,13.390102080861507,212.53421653459762,758.0404210112165,1,1,0.973466211017454
62.24668284466934,10.642714430900547,224.38475738809728,622.7534032398411,0,0,0.1545020675607068
69.30867849414408,11.849267365825538,218.5548132928448,983.567206513663,1,1,0.9740821185752796
68.06149220032007,6.675016023928651,216.92191528861116,838.8538619040688,1,1,0.747963310356606
62.21685413238048,10.819637313857026,222.49308595641727,734.6083007105351,0,0,0.38967864234587035
66.94241098504025,10.379163233197486,223.8632331781156,932.7529390603132,1,1,0.9250628398329528
67.94061516938767,10.734731013632356,225.34629086122436,625.6507894272764,0,0,0.14603509966119793
62.84612448940976,12.26754019373413,222.70057358391423,403.4809690269996,1,0,0.4570795713829118
74.12708174494014,12.780415098034627,222.30070759191403,600.912005659086,1,1,0.9396752193631944
68.93276424144076,9.550469196214634,216.0798736008087,0.03071884538241587,0,0,0.07067813284894855
67.62527344419522,10.068166936518452,211.01215951676872,850.574528015116,1,1,0.723522734902347
68.72511391289572,8.001395535410179,228.4817421266667,949.2731062456169,1,1,0.9521117752350756
73.07083350021712,13.339809008702812,212.36713895821418,813.7233437222275,1,1,0.984694129817436
70.83226104106528,10.3197127839948,222.1677556376263,677.7232412013204,0,0,0.11672661866041284
69.90743432003805,8.907511103495034,216.30722860753798,957.6316462725879,1,1,0.9266797786489217
69.83436513563102,12.620617492239216,219.68941067129097,47.196701697379,0,1,0.8205497555603776
71.27210421650607,8.34623929192028,223.89614177370905,605.0895185405384,0,0,0.06363955576115762
71.73224104748488,5.69321977279257,236.6147016572802,135.4595367946908,1,1,0.9447367267711531
65.95850857322424,13.652019427093872,222.60280506582887,672.5072626736492,1,1,0.9660040986826857
72.85445255346583,7.512273529217429,207.49592266030282,697.1636921379804,0,0,0.4566026707835714
77.61562038634828,13.08421990513575,207.43493105720745,143.46945701802005,1,1,0.9677432053251651
71.63463686882082,10.587115864333258,217.00323351993214,511.70744711470087,0,0,0.05659585623050778
72.04126377857236,9.961160788224534,225.62880860174354,555.1337867531885,0,0,0.09500025576604315
73.54178223649677,10.935386343530867,217.70451344639653,621.3306241557073,0,0,0.3190927668276621
66.37128093423267,10.476737965469571,217.03392540930201,649.3788202366225,0,0,0.06297970080050515
76.64576265066216,10.571108149715315,213.914102767603,248.60488461330633,0,1,0.7552087031299283
75.36815874929886,6.041400379248424,212.8116761239127,204.24210636842886,1,1,0.8340446387933735
74.36228664140073,9.216702865156417,215.33504620771802,994.3303026857149,1,1,0.9548054319359445
66.40777889373783,7.266242603169157,226.93478911913994,118.2186222910886,0,0,0.17322464201209337
70.23218274078074,10.895433851620556,227.50579167521767,195.71264009964906,1,0,0.26140210010012227
73.22742090570537,7.612149987201889,215.49987142004187,418.96977377952436,0,0,0.12251440025562974
64.81376922836772,14.123007153272795,217.2103706966819,432.7714843418189,1,1,0.9799939920943568
78.48228184145019,8.050941390658718,235.63413358832108,471.64949075059536,1,1,0.9549641076283355
65.22229779699788,9.254333695816467,237.19377906207296,58.56530528453385,1,1,0.9205782054770475
68.12589596225202,10.402319311745678,204.64427876792894,563.8929210554023,0,0,0.06615602355057794
73.256956256529,11.789848753888883,215.4790966716692,259.8281379402995,1,1,0.6228706181301787
71.71809144784231,12.953080699451792,216.72105283487082,417.66699581699476,1,1,0.9563933203577434
82.27650069955448,8.267650303571,211.627375689503,168.85846337039501,1,1,0.9868367740268859
67.61171276617442,4.157299033010785,215.4269834491321,45.585157948668794,0,0,0.15217715167597204
75.14577818662822,11.5998838038841,239.8706111169944,426.49974724186114,1,1,0.9560343482824968
64.08370743667112,10.614813395618201,225.646059258936,358.6215819535914,0,0,0.0770325651216277
76.77818929402476,8.401615986699493,208.1033334090964,684.3142489253447,1,1,0.8478916225480427
78.76135221711812,13.042632103844902,204.35197228637944,575.593428640082,1,1,0.9617125472547458
71.38345399665009,8.492070822266648,211.64857098369976,374.72197050737645,0,0,0.02512080765589781
65.86384528223839,10.36671983955831,224.0865281148067,85.05638548924111,0,0,0.14782569423816236
74.10241090598682,11.092568496007399,221.41257140087464,344.0916178494421,0,0,0.3651090368498506
70.14878069747873,10.042623297343884,223.01107339191742,783.3872199958383,0,0,0.3471359370011061
67.77248739299614,10.337309343933455,219.4759554942253,331.61684910783396,0,0,0.013268699557654348
80.30373962440993,11.076592158099267,230.47317706621448,897.9352934437369,1,1,0.8936471640064569
71.92032724469654,11.325762537334825,237.4958390420542,756.2537914224343,1,1,0.9358926231174377
67.41355774949814,9.737486065815391,217.21116605849244,146.69511401518153,1,0,0.02289106492234705
60.201649380601125,7.07125023958036,214.910363742925,683.8664518353432,0,1,0.5600349002436444
75.16232630275573,10.748113139695144,219.87911052153945,16.20039733946721,1,1,0.5814069608518864
67.34501522499092,10.85438872374337,214.6087729685102,717.4649906119122,0,0,0.2517177062251027
73.75966516343387,12.101308792015224,218.0897223739983,400.212275849672,1,1,0.7884570198945612
67.923560430496,12.29727469885743,223.8915919566793,566.018424887821,1,1,0.6827435290621098
66.77440122697438,10.69300776346143,229.26215402241593,181.77886721736192,0,0,0.36298950890728127
70.33759240705055,11.015671512579248,206.73527871688918,613.6379029893839,0,0,0.24482827419428896
66.48973453061323,11.45525908727396,226.222071440434,731.4964640431391,0,1,0.6031193176082817
61.69519533242004,12.680900892046289,221.8142662011397,206.81789313339627,1,1,0.8003327109338103
63.52460613968192,7.864934171491454,223.9792704994681,830.6227604317913,1,1,0.8686087820182904
67.49121478207732,10.86008329438214,207.79287574085842,635.4143568619098,0,0,0.1545092498927017
74.75211919093024,10.064008298131533,228.90198411124786,753.4721106595968,0,1,0.6453664492361098
71.78893680174141,10.250449005295815,238.04348109786744,760.160929790159,1,1,0.9492741615607063
73.28276804316914,9.350337232982755,225.57691060725125,392.89510889317904,0,0,0.15441903922915554
66.59987639210755,8.722076504620995,220.20886488295963,231.47521376529812,0,0,0.013109649982474436
65.40287882883098,9.511686729418702,216.45959289058976,417.19341856457646,0,0,0.005865201641991799
68.90449735595568,7.28683639075319,219.49795382958254,483.2942849663252,0,0,0.018392298733654097
75.47095759235474,11.705547350244439,215.20507032600756,546.9288759854769,1,1,0.8062857148291237
63.111653160214544,10.09772014065141,210.4356362318199,361.0747263410372,0,0,0.020894877664005936
73.71632047011357,11.230734968026107,234.81663402462598,429.67336335514796,1,1,0.8595831642023488
67.17960684631636,10.195966306941791,216.07528893939127,110.60359887316085,0,0,0.04242485502375664
65.09245674476024,12.426195399958367,209.12754061137198,429.06236930266596,1,0,0.5
74.6783919657373,11.996621796295921,220.95344199441308,161.45783406424007,1,1,0.7803227038602021
75.29212243424794,9.557492752828455,231.24353359870503,701.7382738772571,1,1,0.7187517770030812
62.57219813481514,8.217615549169425,228.14151762118266,875.4886503958966,1,1,0.9513379526242567
71.63066511121059,7.999337350788851,230.8176672767283,261.33301788538375,1,1,0.651395739099017
67.65262807032524,12.09910543063867,226.59245668432405,692.0112559466547,1,1,0.7546785605249855
69.50412068110309,9.313615449005178,218.0949689400219,53.830524908459076,0,0,0.055903794271315775
70.90933127529247,10.857633000661146,230.96469233810885,959.7910204048502,1,1,0.941160949815325
68.32107650354936,10.048438913345516,238.09306349733112,224.6573976417666,1,1,0.9484863936872877
67.19909479901516,11.984084699073046,210.01939372685587,174.64718589632955,0,0,0.42257562103915636
67.0030367727799,9.024177183708595,210.42849085104956,315.2394346494508,0,0,0.009719508623882137
70.54697397302446,10.597505816731372,212.65826201221503,335.37160621746244,0,0,0.04246074483395394
65.50792664325822,10.919944285878232,201.53812137761906,499.9589919647884,0,0,0.11493945763141235
74.26216667398111,13.256793246257075,226.863184569567,289.43952161948795,1,1,0.9627859602225423
72.35707778193202,9.499906970802094,217.69475374819748,720.3839985864457,0,0,0.1544380279659595
69.83623364892001,5.756290201982811,225.97228218253386,675.4560453364255,0,0,0.3731313669173858
71.69248203747208,10.401138394461885,223.72105472606862,573.8658496770963,1,0,0.08447119508423256
64.87806179332856,8.158652813841268,209.2894632035095,102.8425921574767,0,0,0.0773398669592982
75.8158187607748,7.815374470654842,213.24291920838388,682.5324595377216,1,1,0.7123027965303943
72.58829510234561,8.145293731618851,194.70439922305698,13.862135912860118,0,0,0.2862205859141426
89.26365745327361,13.499153486373878,219.99291405423355,391.91056294390904,1,1,0.9361784557836799
75.71877021603464,8.379495125971237,237.58620484195134,71.15567887790975,1,1,0.9772907968237682
67.80134470862913,10.293586023971098,213.64442158595597,109.0136156409287,0,0,0.048598013623894265
82.31621056242643,10.99136377594521,209.97812544218527,395.15529747230505,1,1,0.9721026775917019
73.85432596943484,12.329478708914342,229.9685877346581,505.696743781374,1,1,0.8725679196382948
70.75150880730939,10.380999359558134,228.8523148298899,22.564511705347236,0,0,0.4308695317571826
74.35562351715846,5.151519479454117,210.74575373940414,226.7726253196457,1,1,0.7316060192718565
62.888731452011626,11.86518166374618,228.595878869798,576.9816124176818,0,1,0.5359192020634725
64.01896687959665,6.5205724424438,218.96778247067505,354.89768348655406,0,0,0.03397205552667978
73.83717364576455,11.270343603363939,211.8291136893181,52.76525785960262,0,0,0.5128994622098997
67.04214305582084,9.981762006711593,218.16803381279612,576.8812013112084,0,0,0.01553228751846507
67.05317621527894,9.987858176920213,220.85318142565023,331.9715047358455,0,0,0.01061871272981232
61.4870819788108,9.393640434331449,211.20185646497947,587.9916294638327,0,0,0.08306837932337277
73.23844269050346,10.119260739840348,212.0758007900004,259.670838950414,0,0,0.13576688817533183
73.40750348686312,8.407948286393022,202.14133508065888,269.16157099162916,0,0,0.17921660175106816
71.42932695362452,12.065092408683315,211.6141420155277,671.0129805329099,1,1,0.8239201639890571
68.38969241897162,7.544784369726015,235.49020151495188,418.14478816279967,1,1,0.9112259600552572
71.85572936685655,11.53216055676938,230.213832954294,784.4054732127973,1,1,0.8251668924847645
68.80525976566796,8.56635535879439,225.48883835317363,970.9402496046185,1,1,0.9531209101471261
69.79921024677829,9.610183439294637,201.79396699451482,6.982261880348117,0,0,0.1588257683988775
71.01731817933612,9.200727628770796,212.33343412216652,595.2297327194016,0,0,0.030839622628873305
63.200719295100406,6.858247695863001,215.83805595114745,820.2533189448898,1,1,0.8647888336622346
63.597853237518585,11.345147402405463,221.4488783309689,584.8278113057909,0,0,0.1354571619002277
75.15499761247976,8.89938969230916,206.54129076526786,354.66620498508286,1,0,0.38302487398773116
77.89606407753696,11.790386440055464,220.01205475362224,50.34952696935324,1,1,0.9131392483723785
72.97578512718457,11.059385508713461,227.78936503512114,900.2641112020704,1,1,0.8667662931121681
76.33455574593312,13.345144773675408,228.868873900973,889.9133763628626,1,1,0.9421517995860681
74.11272456051594,9.033627075401252,230.60209907498879,932.5548784193121,1,1,0.8966870656232018
62.384065476081126,8.161230816827153,222.52240396426677,843.879411230929,1,1,0.8843546836463066
66.74678715439086,9.659630754950143,209.14849473442203,476.8388777331244,0,0,0.012124235656986884
70.14372411467409,12.346249275173282,214.3016707176124,415.14565399274574,1,1,0.7486015069966556
62.02786170602816,7.90617803463612,212.78262446662745,125.54978989847709,1,0,0.08990592557530647
76.76936187082707,8.056771922978697,209.96042627918501,617.1059444286562,1,1,0.820798670364377
62.60706877110079,8.530816846403901,222.80636404490136,62.04141695655429,0,0,0.10390152482224595
73.0394825485827,8.424432496183522,218.24436054500785,435.26227965655386,0,0,0.06156778136600633
69.82086980445024,10.153643782120511,220.88657590961438,41.91521671625753,1,0,0.0892010632565944
77.38947022370758,9.356729897565234,205.5614518386646,886.1817721293452,1,1,0.9484605952794075
72.80392263184117,9.141188917749494,218.090962082727,153.8999046937737,1,0,0.1320628435171235
73.54501878794257,11.290431171900114,209.43442357239746,992.1356394785828,1,1,0.9664408975376845
61.18479922318633,12.760182708294902,221.5519068385898,116.35848516449587,1,1,0.8684980544639862
71.44584321953909,12.531415681729401,214.11133173261305,873.0431470152033,1,1,0.9703581258365458
70.43523534119086,6.886836202680498,226.1577114977114,557.0405132750351,0,0,0.15460379247250272
64.8674235029447,11.495820512235067,227.45005312877282,418.6951433276842,0,0,0.3206538173736803
74.84322495266444,9.925555526980316,223.00474359610828,428.45790384879547,0,0,0.2566156561670658
66.93605654757806,12.608680485756306,224.0860730770177,105.40137739646227,1,1,0.8880800102566767
74.57701058851038,12.060566908063684,214.9185980235269,629.8206544347076,1,1,0.8715587943769405
73.20421430633505,8.236250697544564,207.58239424518376,634.9066591531628,0,0,0.25692234287960136
64.01061053705575,11.346362702539917,224.72002270919273,883.2736014262238,1,1,0.8855394072545646
70.1415918806523,12.152014277197196,216.40370327547538,198.6316138618691,1,1,0.6102159480229166
70.9330456157818,8.758304803497769,226.68654804757907,920.6914007786196,1,1,0.8686277871922429
66.13587392731215,8.653018751512263,215.63280263959405,297.28720428132647,0,0,0.007513848248596835
79.82362566458195,9.723088032032452,220.75955267916086,414.82565552135196,1,1,0.9486485421221673
70.65370288643045,12.472186350420875,219.18477326898355,676.4837495206044,1,1,0.8853944072651561
71.11942012139566,12.29689141839351,234.55822322146767,956.7204338893498,0,1,0.9514325828536139
65.07136976832228,10.481506358977137,219.32821709950645,161.9230066322137,0,0,0.05674333877272505
70.23699335658208,6.810593865466409,217.04910085762094,902.4032761106747,1,1,0.8549213480517294
75.83891030829903,8.244034826486878,238.70965175371782,541.1138248788448,1,1,0.96110259142304
67.41977635891313,9.878678372370759,246.93033663980498,370.23218568457673,1,1,0.9943830617828471
80.94901466608836,8.788768920526271,215.86534838876725,402.7037209945602,1,1,0.9831127359782171
72.5751763360433,8.59601662438649,234.84116028535965,679.6972168333452,1,1,0.8686191872613528
60.552296345272346,9.222963093822228,221.0575379127148,307.81915002611913,0,0,0.031734481901130866
66.9800740664209,12.453866447768615,240.88442772869925,598.56299321776,1,1,0.968870058880801
72.45959585753253,8.644569260495787,210.7048913980759,730.2491895295711,0,0,0.29144925704886776
65.04731837434656,10.605270930478067,208.19187184691154,688.0455570741289,0,0,0.22307905342272757
72.4468728061396,10.648718563443206,227.31870704288295,742.2713922522868,0,0,0.5149936150067805
75.89648592031914,13.056936852825064,223.90695920928144,307.7709052931491,1,1,0.9629371829468539
67.99389764057082,9.68294085394606,235.337277099165,94.9652752283765,1,1,0.8662044646880871
71.1710736626826,10.723007050412203,217.0016180372512,662.3137387307199,0,0,0.1544791079768549
70.40937069693162,14.290298255546777,217.52974299254004,240.5315851801487,1,1,0.9947663433261228
61.72571664067115,9.192703073516007,230.71543152234887,782.4258122127878,1,1,0.8684849483107188
72.64902088957642,13.32251842909574,217.8298294957563,588.0004634296284,1,1,0.9826012914370452
66.4616526719061,10.83803801873209,215.79238206318948,991.9627472386433,1,1,0.9767342577701432
65.68004615160092,11.910610417141022,232.44679580736786,783.4695600492677,1,1,0.8974361284410703
77.32824384460777,11.045670976071,220.5993263026633,805.7145256682179,0,1,0.8484680240384437
76.1890815598673,8.686211442057209,220.6934433703625,196.24571670616564,1,1,0.7804997550369238
71.16024968678818,7.030204063100193,230.97152711753697,402.02721688824073,1,1,0.5962026677489866
77.51996494291345,8.990450157543565,207.67476685231492,879.601496711762,1,1,0.9551769410369312
69.63585543671563,9.550733700005951,217.33347670765585,870.6884554574393,1,1,0.6785632224308205
63.27774744482861,11.416428846513114,202.9612841317328,802.3960305536325,1,1,0.7826335446561213
79.40578534720295,10.993398446473044,215.4446047397613,928.8079606878853,1,1,0.9426551451327553
67.79977756651508,8.528940114820466,214.95820168992327,324.329377351518,0,0,0.006636245413867898
68.461108825235,13.465029998970184,214.64664912983778,256.6472071860958,1,1,0.9753747386874524
65.40674026757901,10.466432262527004,210.75534011870445,861.4180460955174,1,1,0.8302713044472154
70.55461294854933,10.872647339348065,221.83849544753696,482.1320989198419,0,0,0.06273759106368754
72.23854280008658,10.446477828258319,208.93706487588366,986.8959453882975,1,1,0.9593751674515734
83.6008458329481,7.792821365568458,220.06799844559998,805.6488053633419,1,1,0.9751064330926184
69.61449145292949,10.208402207903752,216.80152476745155,271.4920025427113,0,0,0.018120298931334496
68.89517913085169,8.717036809554095,208.69796275326075,106.80070400236363,0,0,0.05309262844101792
